mac_address,symbol,windows_address
1021740a,shortsort,463ac0
1021746c,swap,463b20
1021749c,__ct__7CBucketFiiPUcPUl,472ce0
102175bc,__dt__7CBucketFv,472dc0
10217666,Allocate__7CBucketFPPUc,472e40
1021778c,Free__7CBucketFPUc,472f00
102178a0,FindFreeOffset__7CBucketF10tagBOFFSET,472fd0
10217948,NewChild__7CBucketFv,473050
10217a0e,RemoveChild__7CBucketFv,4730e0
10217a74,RemoveThis__7CBucketFv,473120
10217aa4,CheckValidPointer__7CBucketFPUc,473140
10217b0c,__ct__12CSmallMemoryFv,473180
10217bf4,__dt__12CSmallMemoryFv,473280
10217c66,Allocate__12CSmallMemoryFiPc,4732d0
10217ce4,Free__12CSmallMemoryFPUc,473340
10217d50,__ls__FR10CVSOStreamR12CSmallMemory,
10217d84,__ct__16CBaseSoundDeviceFv,47f940
10217db8,__dt__16CBaseSoundDeviceFv,47f950
10217db8,__dt__16CBaseSoundDeviceFv,47fa90
10217e02,GetMasterVolume__16CBaseSoundDeviceFv,47f980
10217e38,SetMasterVolume__16CBaseSoundDeviceFUc,47f990
10217e6a,GetMusicVolume__16CBaseSoundDeviceFv,47f9a0
10217e9e,SetMusicVolume__16CBaseSoundDeviceFUc,47f9b0
10217ed0,GetEffectVolume__16CBaseSoundDeviceFv,47f9c0
10217f06,SetEffectVolume__16CBaseSoundDeviceFUc,47f9d0
10217f38,SetVolume__16CBaseSoundDeviceFUliUc,47f9e0
10217f6a,MusicPlayNote__16CBaseSoundDeviceFUcUcUc,47f9f0
10217f9e,MusicSetNoteVolume__16CBaseSoundDeviceFUcUcUc,47fa00
10217fd8,MusicStopNote__16CBaseSoundDeviceFUcUcUc,47fa10
1021800c,MusicSetChannelVolume__16CBaseSoundDeviceFUcUc,47fa20
10218048,MusicSetChannelPatch__16CBaseSoundDeviceFUcUl,47fa30
10218082,MusicSetPitchWheel__16CBaseSoundDeviceFUcUs,47fa40
102180ba,MusicMiscControlMessage__16CBaseSoundDeviceFUcUcUc,47fa50
102180f8,EffectPlay__16CBaseSoundDeviceFUlUsUc,47fa60
1021812c,EffectPlay__16CBaseSoundDeviceFUlUcUc,47fa70
10218160,EffectStop__16CBaseSoundDeviceFUcUc,47fa80
10218192,__ct__13CSoundManagerFUcUcUciP4CWnd,45af80
10218368,__dt__13CSoundManagerFv,45b110
1021846a,SetResId__13CSoundManagerFUl,45b190
102184d0,Background__13CSoundManagerFv,45b1d0
10218532,Foreground__13CSoundManagerFv,45b210
10218602,PrepareMusic__13CSoundManagerFUlUc,45b2c0
10218680,StreamOut__13CSoundManagerFR10CVSOStream,45b320
102186b8,PlayMusic__13CSoundManagerFUl,45b2e0
10218714,ProcessMusic__13CSoundManagerFUl,45b330
1021875e,StopMusic__13CSoundManagerFUl,45b370
102187b4,FreeMusic__13CSoundManagerFUl,45b3b0
10218810,PrepareEffect__13CSoundManagerFUl,45b3f0
102188c0,PlayEffect__13CSoundManagerFUl,45b460
10218924,PlayEffect__13CSoundManagerFUlUc,45b490
10218978,FreeEffect__13CSoundManagerFUl,45b4f0
102189c2,SetVolumes__13CSoundManagerFii,45b510
10218a5e,GetEffectVolume__13CSoundManagerFv,45b560
10218aaa,SetEffectsWnd__13CSoundManagerFP4CWnd,45b580
10218af2,SetMusicWnd__13CSoundManagerFP4CWnd,45b5a0
10218b40,UseMusicCD__13CSoundManagerFUc,45b5f0
10218b78,_STAT_Init__Fv,45aa80
10218bc6,_STAT_Quit__Fv,45aab0
10218c1a,__ct__12CStatManagerFi,45aaf0
10218c74,__dt__12CStatManagerFv,45ab30
10218d00,Register__12CStatManagerFP9CBaseStat,45ab90
10218d50,StreamOut__12CStatManagerFR10CVSOStream,45abb0
10218df8,__ct__9CBaseStatFPc,45ac10
10218e5e,__dt__9CBaseStatFv,45ac50
10218eb2,Update__9CBaseStatFUl,45ac60
10218f14,StreamOut__9CBaseStatFR10CVSOStream,45ac90
10219096,__ct__6VSTrigFv,45a940
1060000c,__ct__17CGameStateMessageFv,410b80
10600066,AddData__17CGameStateMessageFv,410bb0
106000d4,GetData__17CGameStateMessageFv,410be0
1060013a,__ct__3CAIFP5CGame,410c10
10600286,Restart__3CAIFv,410d00
10600c4a,OnLoaded__3CAIFv,
10600d02,__dt__3CAIFv,4117a0
10600d02,__dt__3CAIFv,413e30
10601170,Start__3CAIFv,411b10
106011ec,SendGameState__3CAIF11eGameStates16eGameStateStages,411b70
106012d6,RemoteGameState__3CAIFP17CGameStateMessage,411c10
1060156a,GameState__3CAIF11eGameStatus,411f20
106016d8,SetPlayerIDs__3CAIFv,412080
10601772,DecideAnimsRequired__3CAIFv,412100
106018b4,AddTime__3CAIFi,4121e0
106018da,Process__3CAIFUc,4121f0
10601b88,GetData__3CAIFP9CViewData,4124d0
10601c58,HitTrampoline__3CAIFRC7AICOORDP11CGameObject,4125c0
10601ca6,IsLemmingPlayerControlled__3CAIFP14CPlayerLemming,4125e0
10601cf6,FireBullet__3CAIFUs11eBulletType6eOwneri7AICOORD7AICOORD,412600
10601d94,ProcessMsg__3CAIFP10tagMESSAGE,412660
10601eac,PlayerCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,412780
10601f0a,EnemyCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,4127a0
10601f66,SheepCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,4127c0
10601fc2,BulletCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,4127e0
1060201a,StepOn__3CAIFRC7AICOORDP11CGameObjectUs,412890
10602280,OpenDoor__3CAIFRC7AICOORDP11CGameObjectUs,412ad0
10602334,GetNodePosition__3CAIFi,412b60
1060238e,AddData__3CAIFv,412b80
10602402,GetData__3CAIFv,412be0
10602470,LemmingsSFXChanged__3CAIFv,412c50
106024a4,QuitGame__3CAIFv,412c60
106024e8,SwitchMessage__3CAIF9swMessageiii,412c80
106025ce,GetPlayerPos__3CAIFiR7AICOORD,412dc0
1060264e,GetOrigin__3CAIFR7AICOORDRUc,412e20
1060268e,AddNewTrapDoor__3CAIFiiiUl,412eb0
1060272a,LevelName__3CAIFv,412f00
10602750,LoadLevel__3CAIFPUciUc,412f10
1060281a,FixUpLevel__3CAIFv,412fb0
10602894,DoorId__3CAIFi,413000
106028c0,LiftId__3CAIFi,413020
106028ec,GetDead__3CAIFv,413040
10602914,GetObjectRequired__3CAIF11eObjectType,413090
10602948,SetObjectRequired__3CAIF11eObjectTypeUc,4130a0
106029a6,FindMoverHeight__3CAIFiiRi,4130d0
106029e6,NLemmings__3CAIFi,4130f0
10602a0c,AddANetworkStart__3CAIFiiii,413180
10602a54,SetNetworkTrapDoors__3CAIFiiiii,4131e0
10602b0a,LoadFlagInfo__3CAIFPUci,413300
10602bc2,nDead__3CAIFv,413370
10602be6,Score__3CAIFi,413390
10602c1c,AnimSpCmp__FPCvPCv,409910
10602c5e,Initialise__12CAnimSpecialFP4CMap,409930
10602f0e,__ct__12CBalloonPostFP3CAI,429f50
10603000,Restart__12CBalloonPostFv,42a030
10603072,__dt__12CBalloonPostFv,42a070
1060312c,FindPost__12CBalloonPostF11eObjectTypeR7AICOORD,42a0b0
106031fe,Process__12CBalloonPostFv,42a170
10603386,GetViewData__12CBalloonPostFP9CViewData,42a320
10603486,LoadLevel__12CBalloonPostFPUciUc,42a4e0
106035ea,__ct__15CTheBalloonPostF11eObjectTypeUc,42a5c0
1060364a,__ct__5CBallFv,421660
106036a8,Restart__5CBallFv,421690
106036f0,Set__5CBallF7AICOORD7AICOORDi,4216c0
106037c0,StartMovement__5CBallFUc,421770
10603926,Move__5CBallFv,421870
10603a98,HitBullet__5CBallFP7CBullet,421aa0
10603ace,Delete__5CBallFv,421ab0
10603b26,SetHeightCorrect__5CBallFv,421b40
10603b92,Process__5CBallFv,421bc0
10603d56,LoadLevel__5CBallFRPUc,421da0
10603ef6,__ct__12CBallManagerFP3CAIi,421ea0
10603f34,Restart__12CBallManagerFv,421ec0
10603f8c,Initialise__12CBallManagerFi,421ef0
10604034,__dt__12CBallManagerFv,421f80
106040be,Process__12CBallManagerFv,421fc0
10604112,Delete__12CBallManagerFP5CBall,421ff0
10604190,LoadLevel__12CBallManagerFPUciUc,422060
1060420e,Add__18CBaseObjectManagerFP15CNetworkMessage,40ad30
106042fe,AddData__18CBaseObjectManagerFv,40adc0
10604328,ProcessNetwork__18CBaseObjectManagerFv,40add0
10604496,GetData__18CBaseObjectManagerFv,40aed0
10604572,__ct__7CBulletFv,41a510
1060466a,Restart__7CBulletFv,41a5a0
106046a4,Set__7CBulletFUs11eBulletType6eOwneri7AICOORD7AICOORD,41a5c0
1060479e,TriggerBullet__7CBulletFv,41a6d0
1060483a,FireBullet__7CBulletFv,41a760
1060489a,Process__7CBulletFv,41a7a0
10604b20,AddData__7CBulletFv,41aaa0
10604c4e,GetData__7CBulletFv,41ab80
10604dbe,Free__7CBulletFv,41ac70
10604e14,Receive__7CBulletFUsP15CNetworkMessage,41aca0
10604eb2,__ct__14CBulletManagerFv,417d80
10604fc2,Restart__14CBulletManagerFv,417e80
1060502c,__dt__14CBulletManagerFv,417ec0
1060502c,__dt__14CBulletManagerFv,418300
106050a0,NextFreeBullet__14CBulletManagerFv,417ee0
10605114,GetFirstBullet__14CBulletManagerFv,417f40
1060514e,GetNextBullet__14CBulletManagerFv,417f50
1060519a,RequestRemoteBullet__14CBulletManagerFP7CBullet,417f80
106051e8,RequestBullet__14CBulletManagerFUs11eBulletType6eOwneri7AICOORD7AICOORD,417fa0
106052d4,Process__14CBulletManagerFv,418040
10605340,RemoveBullet__14CBulletManagerFP7CBullet,418080
106053c2,GetViewData__14CBulletManagerFP9CViewData,4180e0
10605444,CheckGroupIntersection__14CBulletManagerFP7CVSRectP7AICOORD,418120
10605528,__ct__19CCollectableManagerFP3CAIi,4223c0
106055be,Restart__19CCollectableManagerFv,422420
10605628,Initialise__19CCollectableManagerFi,422460
106056a4,__dt__19CCollectableManagerFv,4224c0
106056a4,__dt__19CCollectableManagerFv,422f70
10605754,Process__19CCollectableManagerFv,422550
106057bc,Add__19CCollectableManagerFUsiii11eObjectType,422590
10605952,LoadLevel__19CCollectableManagerFPUciUc,422790
10605b0e,__ct__12CCollectableFiii11eObjectType,422870
10605bbc,Restart__12CCollectableFv,4228b0
10605c14,__dt__12CCollectableFv,4228f0
10605c14,__dt__12CCollectableFv,423060
10605c74,Process__12CCollectableFv,422900
10605e54,SetSFX__5CFlagFv,422b30
10605e84,Process__5CFlagFv,422b40
10605f2e,Collected__5CFlagFv,422c00
10605f8a,Collected__6CBonusFv,422c40
10605fbc,SetSFX__6CBonusFv,422c60
10605fec,SetSFX__10CTimeBonusFv,422c70
10606022,Collected__10CTimeBonusFv,422c80
10606068,__ct__9CAICursorFP3CAIii,414da0
106060dc,__dt__9CAICursorFv,414de0
106060dc,__dt__9CAICursorFv,414f00
1060613e,SetCursorXY__9CAICursorFii,414e00
10606182,CheckAndClipCursorBounds__9CAICursorFv,414e20
106061f0,GetCursorSurfaceCoordinates__9CAICursorFRiRi,414e60
1060623c,ProcessMsg__9CAICursorFP10tagMESSAGE,414e80
106062b0,__ct__5CDoorFv,40d470
106062f0,Restart__5CDoorFv,40d490
10606316,Set__5CDoorF11eObjectTypeUsiii,40d4a0
106065bc,Delete__5CDoorFv,40d760
106066c2,SetCollision__5CDoorFv,40d910
10606794,ResetCollision__5CDoorFv,40da40
10606868,Process__5CDoorFv,40db80
106069f4,Unlock__5CDoorFv,40dd00
10606a54,IsUsable__5CDoorF7eAction,40dd30
10606a96,Hits__5CDoorFRC7AICOORDP11CGameObject,40dd80
10606be8,DoActivate__5CDoorFv,40dec0
10606c72,__ct__12CDoorManagerFP3CAIi,40df30
10606cfc,Restart__12CDoorManagerFv,40df90
10606d5e,Initialise__12CDoorManagerFi,40dfc0
10606e32,__dt__12CDoorManagerFv,40e060
10606e32,__dt__12CDoorManagerFv,40ebe0
10606eaa,GetViewData__12CDoorManagerFP9CViewData,40e080
10606f2a,Add__12CDoorManagerFUs11eObjectTypeUsiii,40e0c0
10606fe4,Open__12CDoorManagerFRC7AICOORDP11CGameObject,40e500
10607066,Process__12CDoorManagerFv,40e550
10607100,Switch__12CDoorManagerF9swMessagei,40e5a0
10607194,Id__12CDoorManagerFi,40e600
106071e4,LoadLevel__12CDoorManagerFPUciUc,40e630
106072fe,__ct__11CDuplicatorFRC7AICOORD,4275b0
10607368,__dt__11CDuplicatorFv,4275e0
10607368,__dt__11CDuplicatorFv,427aa0
106073c6,Restart__11CDuplicatorFv,4275f0
10607420,Set__11CDuplicatorFRC7AICOORD,427630
106074de,Delete__11CDuplicatorFv,4276f0
10607574,Process__11CDuplicatorFv,427780
106076b8,ActivatePosition__11CDuplicatorFv,427890
10607736,Activate__11CDuplicatorFP11CGameObject,4278c0
106077b8,DoActivate__11CDuplicatorFv,427910
10607884,__ct__6CEnemyFP3CAIiiii,41fba0
106079d6,Restart__6CEnemyFv,41fcd0
10607a9e,__dt__6CEnemyFv,41fda0
10607a9e,__dt__6CEnemyFv,420ab0
10607b5e,SetEnemyType__6CEnemyF18eEnemyStateActions16eEnemyStateRules18eEnemyStateActions16eEnemyStateRules18eEnemyStateActions16eEnemyStateRules,41fe30
10607c1a,Process__6CEnemyFv,41fec0
10607cd2,ProcessAction__6CEnemyF16eEnemyStateRules18eEnemyStateActionsP18tEnemyLemmingUnion,41ff60
10607dce,ProcessRule__6CEnemyF16eEnemyStateRules,420000
10607e80,EnemyRule_RADIUS50__6CEnemyFv,420070
10607ed4,EnemyRule_RADIUS50ANDLINEOFSIGHT__6CEnemyFv,420090
10607f6a,EnemyAction_PATROL__6CEnemyFP18tEnemyLemmingUnion,4200f0
1060807e,EnemyAction_TURNANDFIRERAPID__6CEnemyFP18tEnemyLemmingUnion,4201a0
106080d4,EnemyAction_TURNANDFIRESLOW__6CEnemyFP18tEnemyLemmingUnion,4201b0
10608128,EnemyAction_TURNANDFIRERANDOM__6CEnemyFP18tEnemyLemmingUnion,4201c0
106081b0,CheckRadius__6CEnemyFi,420200
1060827a,LineOfSight__6CEnemyF7AICOORD,4202a0
10608396,TurnToFaceTarget__6CEnemyFv,420350
1060846a,IsRequestingFire__6CEnemyFv,4203d0
106084a0,RequestFire__6CEnemyFi,4203e0
10608502,Fire__6CEnemyFv,420430
106085c0,StartFiring__6CEnemyFv,4204d0
106085f2,EndFiring__6CEnemyFv,4204e0
106086d0,HitBullet__6CEnemyFP7CBullet,420600
10608732,FacingTarget__6CEnemyFv,420650
106087b4,HitMine__6CEnemyFv,4206a0
10608820,HitBall__6CEnemyFv,4206f0
10608864,GetHit__6CEnemyFv,420720
106088ac,__ct__11CEnemyGroupFP3CAIP14CObjectManagerP17CFormationManager,420ae0
10608928,ENEMY_GetLONG__FPUl,420b50
10608950,__ct__18CEnemyGroupManagerFP3CAIP14CObjectManagerP17CFormationManager,420b80
10608a38,__dt__18CEnemyGroupManagerFv,
10608a92,Restart__18CEnemyGroupManagerFv,420bb0
10608b06,LoadLevel__18CEnemyGroupManagerFP16tagLoadEnemyDataUlUc,420dd0
10608cba,LoadLevelAdditional_Waypoint__18CEnemyGroupManagerFP32tagLoadEnemyDataAdditionalActionRP22tagWaypointInformation,420f90
10608de2,__ct__17CFormationManagerFv,41a140
10608e92,Restart__17CFormationManagerFv,41a1b0
10608ec4,__dt__17CFormationManagerFv,41a1c0
10608f08,TransformFormation__17CFormationManagerFii,41a1d0
10608fa4,GetAVector__17CFormationManagerFi,41a320
10608fec,__ct__11CGameObjectF11eObjectTypeUsUs,414f30
10609206,Restart__11CGameObjectFv,4150d0
106092da,__dt__11CGameObjectFv,415160
106092da,__dt__11CGameObjectFv,417ad0
1060936a,Initialise__11CGameObjectFv,4151b0
106093e4,StartFly__11CGameObjectFR9C3DVectorP9C3DVector,415240
106094cc,Fly__11CGameObjectFv,415300
106097cc,RotateClockwise__11CGameObjectFv,415520
1060980e,RotateAnticlockwise__11CGameObjectFv,415550
10609852,StartMoving__11CGameObjectFv,415580
10609ab0,StopMoving__11CGameObjectFv,415780
10609afc,MapCheck__11CGameObjectFii,4157b0
10609bba,StartRoute__11CGameObjectFv,415830
10609c9c,SearchRoute__11CGameObjectFv,4158b0
10609ed2,Blocked__11CGameObjectFv,415a20
10609f0c,Move__11CGameObjectFv,415a30
1060a266,TurnToFaceDestination__11CGameObjectFv,415d90
1060a34a,FacingDestination__11CGameObjectFv,415e20
1060a3e0,DeleteFirstEntryFromDestinationList__11CGameObjectFv,415e80
1060a4a4,AddDestination__11CGameObjectFRC7AICOORD,415ef0
1060a51c,AlterDestination__11CGameObjectFRC7AICOORD,415f30
1060a626,GetDestination__11CGameObjectFv,416000
1060a6b0,DestinationExists__11CGameObjectFv,4160c0
1060a6f2,EmptyDestinationList__11CGameObjectFv,4160e0
1060a72e,GetBoundingBox__11CGameObjectFR7CVSRect,4160f0
1060a796,Jump__11CGameObjectFv,416130
1060a8c6,Fall__11CGameObjectFv,416220
1060aaac,OnLift__11CGameObjectFR8tCoord3d,416340
1060ab76,OffLift__11CGameObjectFR8tCoord3d,416410
1060abb8,OnLift__11CGameObjectFR8tCoord3dR8tCoord3d,416420
1060ac8e,OffLift__11CGameObjectFR8tCoord3dR8tCoord3d,4164f0
1060acde,StartSommersault__11CGameObjectFv,416510
1060ad78,IsSelectable__11CGameObjectFv,416570
1060adc0,ResetInstructions__11CGameObjectFv,416590
1060ae5c,Init__11CGameObjectFP3CAI,4165e0
1060aeb2,GetId__11CGameObjectFv,416610
1060aedc,SetId__11CGameObjectFUs,416620
1060af12,ReSetId__11CGameObjectFv,416640
1060af92,NextId__11CGameObjectFv,416670
1060b006,NextLoadingId__11CGameObjectFv,4166a0
1060b080,RegisterId__11CGameObjectFv,416740
1060b144,UpdateCollision__11CGameObjectFv,4167c0
1060b1e6,StartLand__11CGameObjectFv,416820
1060b23a,__ct__15CGameObjectMessFUl,416850
1060b292,Send__15CGameObjectMessFP17CGlobalGameObject,416880
1060b2ea,AddData__15CGameObjectMessFv,4168a0
1060b33e,GetData__15CGameObjectMessFv,4168c0
1060b366,__ct__22CObjectChangeStateMessFv,4168d0
1060b3b6,AddData__22CObjectChangeStateMessFv,4168f0
1060b43a,GetData__22CObjectChangeStateMessFv,416940
1060b54c,__ct__18CRequestActionMessFv,416a10
1060b596,AddData__18CRequestActionMessFv,416a30
1060b5e6,GetData__18CRequestActionMessFv,416a50
1060b69a,__ct__17CRequestReplyMessFv,416ac0
1060b6e2,AddData__17CRequestReplyMessFv,416ae0
1060b732,GetData__17CRequestReplyMessFv,416b00
1060b7da,__ct__18CRequestCancelMessFv,416b70
1060b820,__ct__17CRemoveObjectMessFv,416b90
1060b864,__ct__14CObjectPosMessFv,416bb0
1060b8ac,AddData__14CObjectPosMessFv,416bd0
1060b95e,GetData__14CObjectPosMessFv,416c30
1060ba1e,__ct__14CObjectHitMessFv,416c80
1060ba64,AddData__14CObjectHitMessFv,416ca0
1060bab0,GetData__14CObjectHitMessFv,416cc0
1060baf0,__ct__15CObjectDiesMessFv,416ce0
1060bb36,AddData__15CObjectDiesMessFv,416d00
1060bb66,GetData__15CObjectDiesMessFv,416d10
1060bb8e,__ct__17CGlobalGameObjectF11eObjectTypeUsUs,416d20
1060bbf2,Restart__17CGlobalGameObjectFv,416d50
1060bc46,UsableState__17CGlobalGameObjectFv,416d90
1060bc8c,Action__17CGlobalGameObjectF7eAction,416db0
1060bce8,Action__17CGlobalGameObjectF7eActioni,416de0
1060bd38,RequestAction__17CGlobalGameObjectF7eAction,416e20
1060bdb8,CancelRequest__17CGlobalGameObjectFv,416e70
1060be00,Receive__17CGlobalGameObjectFUsP15CNetworkMessage,416e90
1060bf4a,SendRemove__17CGlobalGameObjectFv,416fc0
1060bf8e,SendCancel__17CGlobalGameObjectFv,416fd0
1060bfd2,SetMessages__17CGlobalGameObjectFv,416fe0
1060c134,DeleteMessages__17CGlobalGameObjectFv,417150
1060c298,__ct__13CGenericGroupFP3CAIP14CObjectManagerP17CFormationManagerii,41dda0
1060c3aa,__dt__13CGenericGroupFv,41de40
1060c3aa,__dt__13CGenericGroupFv,41e8c0
1060c44c,Restart__13CGenericGroupFv,41de80
1060c4a0,Process__13CGenericGroupFv,41deb0
1060c50a,GetElementsInGroup__13CGenericGroupFv,41def0
1060c544,GetFirstElementInGroup__13CGenericGroupFv,41df00
1060c588,GetNextElementInGroup__13CGenericGroupFv,41df20
1060c5de,GetCurrentElementInGroup__13CGenericGroupFv,41df40
1060c634,GetNthElementInGroup__13CGenericGroupFi,41df60
1060c68c,SwapElements__13CGenericGroupFP11CGameObjectP11CGameObject,41dfc0
1060c71c,AddElementToGroup__13CGenericGroupFP11CGameObject,41e020
1060c776,RemoveElementFromGroup__13CGenericGroupFP11CGameObject,41e050
1060c814,ConfirmElementIsInGroup__13CGenericGroupFP11CGameObject,41e0c0
1060c880,ConfirmElementIsInGroup__13CGenericGroupFUs,41e100
1060c8f0,GetBoundingBox__13CGenericGroupFv,41e140
1060c974,GetBoundingBox__13CGenericGroupFR7CVSRect,41e180
1060c9dc,CalculateBoundingBox__13CGenericGroupFi,41e1c0
1060cb04,AddNewWaypoint__13CGenericGroupF7AICOORDP17CFormationManager,41e290
1060cb96,SendNewWaypoint__13CGenericGroupF7AICOORD,41e2e0
1060cd04,OverideExistingWaypoints__13CGenericGroupF7AICOORD,41e3c0
1060cd42,ClearExistingWaypoints__13CGenericGroupFv,41e3d0
1060cdbc,SetFormationIndex__13CGenericGroupFi,41e400
1060cdf6,GetFormationIndex__13CGenericGroupFv,41e410
1060ce2e,ReformAlteredGroup__13CGenericGroupFP17CFormationManager,41e420
1060cff2,CheckGroupIntersection__13CGenericGroupFP7CVSRectP7AICOORD,41e530
1060d14a,GetViewData__13CGenericGroupFP9CViewData,41e640
1060d1da,__ct__20CGenericGroupManagerFP3CAIP14CObjectManagerP17CFormationManager,41e8f0
1060d272,__dt__20CGenericGroupManagerFv,41e940
1060d2f6,Restart__20CGenericGroupManagerFv,41e970
1060d368,Process__20CGenericGroupManagerFv,41e9f0
1060d3dc,GetNumberOfGroups__20CGenericGroupManagerFv,41ea20
1060d41c,GetFirstGroup__20CGenericGroupManagerFv,41ea30
1060d464,GetNextGroup__20CGenericGroupManagerFv,41ea50
1060d4b4,GetNthGroup__20CGenericGroupManagerFi,41ea70
1060d506,GetCurrentGroup__20CGenericGroupManagerFv,41ea90
1060d556,GetNumberOfElements__20CGenericGroupManagerFv,41eab0
1060d5da,GetFirstElement__20CGenericGroupManagerFv,41eae0
1060d640,GetNextElement__20CGenericGroupManagerFv,41eb00
1060d6e2,GetCurrentElement__20CGenericGroupManagerFv,41eb40
1060d750,GetNthElement__20CGenericGroupManagerFi,41eb60
1060d7c8,GetGroupElementIsMemberOf__20CGenericGroupManagerFP11CGameObject,41eb90
1060d86a,CreateNewGroup__20CGenericGroupManagerFUsPUs,41ebe0
1060d93e,AddNewGroup__20CGenericGroupManagerFP13CGenericGroup,41ec80
1060d998,CreateNewGroup__20CGenericGroupManagerFv,41eca0
1060d9cc,DeleteGroup__20CGenericGroupManagerFP13CGenericGroup,41ecb0
1060da66,AddElementToGroup__20CGenericGroupManagerFP11CGameObjectP13CGenericGroup,41ed20
1060dae2,RemoveElementFromGroup__20CGenericGroupManagerFP11CGameObjectP13CGenericGroup,41ed40
1060dbd2,FindElementInGroupAndRemoveIt__20CGenericGroupManagerFP11CGameObject,41ede0
1060dc5a,GetAllBoundingBoxes__20CGenericGroupManagerFP5tRect,41ee00
1060dd46,GetViewData__20CGenericGroupManagerFP9CViewData,41ee90
1060ddde,CheckGroupIntersection__20CGenericGroupManagerFP7CVSRectP7AICOORD,41eed0
1060de8a,__ct__11CGodManagerFi,40b020
1060df5c,__dt__11CGodManagerFv,40b0d0
1060df5c,__dt__11CGodManagerFv,40b450
1060e004,Restart__11CGodManagerFv,40b120
1060e060,Register__11CGodManagerFP18CBaseObjectManager,40b150
1060e0dc,ProcessMsg__11CGodManagerFP10tagMESSAGE,40b210
1060e190,TransportReceive__11CGodManagerFP11CReadPacket,40b290
1060e222,GetViewData__11CGodManagerFP9CViewData,40b2e0
1060e298,Process__11CGodManagerFv,40b320
1060e30e,__ct__11CGroundAnimFv,40cf00
1060e332,Restart__11CGroundAnimFv,40cf10
1060e36e,__dt__11CGroundAnimFv,40cf30
1060e3ac,CheckAllAnims__11CGroundAnimFv,40cf40
1060e4a4,Process__11CGroundAnimFv,40cff0
1060e5ae,Check__11CGroundAnimFRC8tCoord3d,40d080
1060e62a,Add__11CGroundAnimFRC8tCoord3dUsUs,40d130
1060e768,LoadLevel__11CGroundAnimFPUciUc,40d2e0
1060e81a,__ct__19CPlayerLemmingGroupFP3CAIP14CObjectManagerP17CFormationManager,414010
1060e89e,Restart__19CPlayerLemmingGroupFv,414040
1060e8ec,__dt__19CPlayerLemmingGroupFv,414070
1060e8ec,__dt__19CPlayerLemmingGroupFv,414c80
1060e946,GetViewData__19CPlayerLemmingGroupFP9CViewData,414080
1060e9e6,CloseTo__F7AICOORD7AICOORD,4140d0
1060ea70,Delete__19CPlayerLemmingGroupFv,414130
1060eab2,Process__19CPlayerLemmingGroupFv,414150
1060f0f2,AddLemmingToGroup__19CPlayerLemmingGroupFP14CPlayerLemming,414600
1060f19e,AddUseObject__19CPlayerLemmingGroupFi,414660
1060f2a6,AddUseObject__19CPlayerLemmingGroupFP11CGameObjecti,414730
1060f38c,RemoveLemmingFromGroup__19CPlayerLemmingGroupFP14CPlayerLemming,4147d0
1060f420,SetPlayerControlled__19CPlayerLemmingGroupFUcP14CPlayerLemming,414810
1060f4e4,CheckPlayerControlled__19CPlayerLemmingGroupFv,414880
1060f526,GetFirstDeadLemming__19CPlayerLemmingGroupFv,414890
1060f596,ClearExistingWaypoints__19CPlayerLemmingGroupFv,4148f0
1060f66a,HasSFXChanged__19CPlayerLemmingGroupFv,4149a0
1060f6e4,__ct__26CPlayerLemmingGroupManagerFP3CAIP14CObjectManagerP17CFormationManager,418400
1060f84a,Restart__26CPlayerLemmingGroupManagerFv,418520
1060f890,__dt__26CPlayerLemmingGroupManagerFv,418540
1060f890,__dt__26CPlayerLemmingGroupManagerFv,419930
1060f9ac,GetDead__26CPlayerLemmingGroupManagerFv,4185d0
1060fa00,GetLeaderPos__26CPlayerLemmingGroupManagerFR7AICOORD,4185f0
1060fa8a,ProcessDead__26CPlayerLemmingGroupManagerFv,418640
1060fac2,Process__26CPlayerLemmingGroupManagerFv,418650
1060fbd4,DeleteGroup__26CPlayerLemmingGroupManagerFP19CPlayerLemmingGroup,418720
1060fc30,CreateNewGroup__26CPlayerLemmingGroupManagerFUsPUs,418730
1060fd36,AddPlayerLemmingToGroup__26CPlayerLemmingGroupManagerFP14CPlayerLemmingP19CPlayerLemmingGroup,418820
1060fdc4,IsLemmingPlayerControlled__26CPlayerLemmingGroupManagerFP14CPlayerLemming,418840
1060fe42,MakeNextGroupPlayerControlled__26CPlayerLemmingGroupManagerFv,418860
1060ff02,MakePreviousGroupPlayerControlled__26CPlayerLemmingGroupManagerFv,4188e0
1060ffce,MakeParticularGroupPlayerControlled__26CPlayerLemmingGroupManagerFP19CPlayerLemmingGroup,418960
10610098,MakeNoGroupsPlayerControlled__26CPlayerLemmingGroupManagerFv,4189c0
10610112,GetPlayerControlledGroup__26CPlayerLemmingGroupManagerFv,4189f0
1061018c,AddNewWaypointToCurrentGroup__26CPlayerLemmingGroupManagerFii,418a30
1061025e,RemoveWaypointsFromCurrentGroup__26CPlayerLemmingGroupManagerFv,418a90
106102ce,UseObject__26CPlayerLemmingGroupManagerFi,418ab0
1061038e,ReformAlteredGroups__26CPlayerLemmingGroupManagerFP19CPlayerLemmingGroup,418b20
